file,M,R,D,kT_comb_eV,kT_comb_sigma_eV,logT_g1,logTlo_g1,logThi_g1,kT_g1_eV,kTlo_g1_eV,kThi_g1_eV,logT_g2,logTlo_g2,logThi_g2,kT_g2_eV,kTlo_g2_eV,kThi_g2_eV,logT_g3,logTlo_g3,logThi_g3,kT_g3_eV,kTlo_g3_eV,kThi_g3_eV,logT_g4,logTlo_g4,logThi_g4,kT_g4_eV,kTlo_g4_eV,kThi_g4_eV,logT_g5,logTlo_g5,logThi_g5,kT_g5_eV,kTlo_g5_eV,kThi_g5_eV
M16_R16_D73.txt,1.6,16.0,7.3,136.365949568347,0.8350262189969471,6.23045,6.224,6.23598,146.49502929128496,144.33540957532568,148.37232048499382,6.22694,6.22148,6.23197,145.31581732913253,143.50032641197754,147.00864983617134,6.20009,6.19393,6.20589,136.60383408375714,134.6799321536414,138.44041386396626,6.17414,6.16733,6.18027,128.68054421098495,126.67849319963355,130.50972932036066,6.16308,6.15644,6.16892,125.44486513572926,123.54150535999959,127.14312715469754
M18_R10_D73.txt,1.8,10.0,7.3,182.40685321796977,1.1318196509637612,6.35732,6.35093,6.36286,196.19723786602088,193.33161949133955,198.71602396007705,6.35297,6.34763,6.35812,194.2418872161964,191.8681503737127,196.5589796083472,6.32659,6.3204,6.33247,182.79440091253238,180.20751126551053,185.28612081326276,6.29846,6.29148,6.30496,171.32979251243992,168.59818263445692,173.91333725855813,6.28709,6.28041,6.29326,166.9025180607529,164.35498797738109,169.29061743069963
M18_R12_D73.txt,1.8,12.0,7.3,161.92234215443938,1.0096371004616715,6.30556,6.29916,6.31116,174.1537734624672,171.6061661818257,176.4139356939171,6.3015,6.29608,6.30663,172.53328406952136,170.39344711917315,174.5833766204421,6.27478,6.2685,6.28066,162.23811395454092,159.90899320121378,164.44962554996985,6.24685,6.23983,6.25333,152.1328106549812,149.69348143684547,154.41976561782784,6.23545,6.22872,6.24161,148.19136178226586,145.9126311665705,150.3082743942658
M18_R14_D73.txt,1.8,14.0,7.3,148.33946310719293,0.9199977905561177,6.2676,6.26116,6.27318,159.57795267414525,157.22908568706993,161.64150632089016,6.26383,6.25837,6.26892,158.1986921976077,156.22225016900188,160.06371371002564,6.23697,6.23065,6.24282,148.710929772759,146.56250828183278,150.72763640739484,6.20957,6.20254,6.21597,139.61847463821962,137.37663964359197,141.6912034358755,6.19828,6.19177,6.20431,136.0356978776525,134.01175322409898,137.93767101244663
M18_R16_D73.txt,1.8,16.0,7.3,138.68510636140533,0.8505871709237897,6.2379,6.23144,6.24343,149.02972118171442,146.8293543012819,150.93949371480892,6.23446,6.22898,6.23948,147.85393553160173,146.0000111447842,149.57289134283275,6.20757,6.20124,6.21337,138.9769860172404,136.9660366682317,140.84547180422942,6.18154,6.17475,6.18763,130.891935278874,128.86141292400202,132.7403287614664,6.1705,6.16388,6.17631,127.60652702093937,125.67615607832155,129.32511966511115
M20_R10_D73.txt,2.0,10.0,7.3,191.11805279100574,1.177293315525429,6.37706,6.37061,6.38247,205.32077219373707,202.2939473938054,207.89444687850383,6.37299,6.36765,6.37806,203.4055922893711,200.91987020695015,205.7940854559816,6.34671,6.34052,6.35253,191.46213125315097,188.75257667892464,194.04519314355247,6.31914,6.31221,6.32555,179.68544061967899,176.84097021309705,182.3571889655471,6.30788,6.30121,6.31397,175.08659180852945,172.41811348165868,177.55908115249616
M20_R12_D73.txt,2.0,12.0,7.3,167.15118278441616,1.0386423088209165,6.31903,6.31262,6.32459,179.6399348709995,177.0079975091326,181.95453692986135,6.31517,6.30975,6.32026,178.0503734573898,175.84211103311517,180.14942858976278,6.28851,6.28222,6.29435,167.4491274853261,165.04139618331968,169.71603967029296,6.26092,6.25392,6.26735,157.14222168695733,154.6296913239442,159.48611865488738,6.24953,6.2428,6.25565,153.07451388653803,150.72069530304697,155.24688286885876
M20_R14_D73.txt,2.0,14.0,7.3,152.0525833411795,0.945453383997483,6.27778,6.27133,6.28333,163.3626948356151,160.95441314629076,165.463759969769,6.27414,6.26867,6.2792,161.99920711071164,159.9716001447053,163.8977112611215,6.24729,6.24096,6.25312,152.28702020599178,150.08347922469778,154.3451150910685,6.2201,6.2131,6.22648,143.04506813880562,140.75793567294266,145.16198187794552,6.20871,6.20196,6.2148,139.342272459622,137.19329568522127,141.30999757358896
M20_R16_D73.txt,2.0,16.0,7.3,141.25660350522975,0.8653731263804538,6.24595,6.23949,6.25147,151.81786823169756,149.57633542558315,153.75982956665626,6.24258,6.2371,6.2476,150.64436424837544,148.75545097993563,152.39576169628847,6.21567,6.20932,6.22146,141.5933604176954,139.53812691177077,143.49371812989156,6.18952,6.18274,6.19558,133.31925832069032,131.25410318466487,135.19259020575103,6.1785,6.17189,6.18428,129.9789094830238,128.01559789926145,131.7203539159765
M22_R10_D73.txt,2.2,10.0,7.3,201.6877155903813,1.2375049267873106,6.40016,6.39363,6.40569,216.53738559377007,213.30591022529185,219.31224921235545,6.3964,6.39104,6.40138,214.67075758154235,212.03760440543462,217.14652760248512,6.37021,6.36403,6.37595,202.10771355975191,199.2520915742906,204.7966691587505,6.34337,6.33651,6.34967,189.99531364501476,187.01777636128256,192.7715276131559,6.3322,6.32554,6.33818,185.1709646070368,182.35299008443968,187.738303455463
M22_R12_D73.txt,2.2,12.0,7.3,173.2084332211216,1.0709928935913973,6.33408,6.32768,6.33959,185.97428125241387,183.25375775463948,188.3488135947136,6.33044,6.32502,6.33548,184.42206855238115,182.13478144209216,186.57475883870023,6.30387,6.29756,6.30965,173.4773937756942,170.97510886594551,175.80162655188374,6.2767,6.26975,6.28309,162.95695051920285,160.36991127742644,165.3723465776359,6.26534,6.25861,6.2714,158.7496911126364,156.30860563356475,160.98035802341
M22_R14_D73.txt,2.2,14.0,7.3,156.07771921400163,0.9681893078405119,6.28888,6.28244,6.29441,167.59184764234482,165.12502217157385,169.73948842741777,6.28538,6.27992,6.29042,166.2466447350242,164.1696562896417,168.18718005199278,6.25856,6.25221,6.26436,156.29061097617847,154.02204626811516,158.39187100215537,6.23164,6.22466,6.238,146.89698728964316,144.554923742831,149.0640404941605,6.22023,6.21347,6.22628,143.0878930954106,140.87790640663687,145.0951477051555
M22_R16_D73.txt,2.2,16.0,7.3,144.12918532446486,0.8836069885870242,6.25465,6.24817,6.26014,154.88982494651273,152.5959084103839,156.86024497718188,6.25136,6.24587,6.25636,153.7208895382537,151.78990492247345,155.50089354745276,6.22443,6.21806,6.23021,144.47838850806048,142.37472195038657,146.41409551121976,6.19812,6.19135,6.20432,135.98558970527822,133.88221501606262,137.94084718126373,6.18711,6.18051,6.19285,132.58148800480845,130.5818715939052,134.34542728359676
M12_R10_D88.txt,1.2,10.0,8.8,175.04133033252617,1.1055452546727715,6.34126,6.33494,6.34702,189.07446880242767,186.34291670480235,191.59884597420614,6.33549,6.33016,6.34084,186.57905493074514,184.3032055717532,188.8917059679385,6.30889,6.30277,6.31497,175.4942489447891,173.0385586536972,177.96839710744555,6.27944,6.2723,6.28616,163.98830951445242,161.3143078057873,166.54549472024777,6.26739,6.2607,6.27381,159.5008085457454,157.06263851166295,161.87615826956053
M12_R12_D88.txt,1.2,12.0,8.8,160.0586491160505,1.007589679811505,6.30193,6.29557,6.30765,172.7041958706523,170.19346840174478,174.99389144895488,6.29675,6.29136,6.30203,170.65652141912642,168.5516036704302,172.74396705999516,6.27001,6.26383,6.27602,160.46594901755574,158.1986921976077,162.701999040786,6.24097,6.23385,6.24759,150.08693506430401,147.6464090857301,152.39225269459615,6.22929,6.22258,6.23559,146.10426335730827,143.86425098311105,148.23914073378626
M12_R14_D88.txt,1.2,14.0,8.8,149.22284469724963,0.9292682602775869,6.27119,6.26482,6.27686,160.90253593582767,158.5597268320686,163.01699713873026,6.26653,6.26114,6.27174,159.18527386509138,157.2218451868121,161.10643549937146,6.23979,6.23359,6.24573,149.67969479259855,147.55804374994634,151.74098152428942,6.21138,6.20432,6.21787,140.20157386673526,137.94084718126373,142.31244789020263,6.2,6.19355,6.20618,136.57552824112526,134.5621411321291,138.53288827704682
M12_R16_D88.txt,1.2,16.0,8.8,141.12608447120382,0.868159961364539,6.24623,6.23984,6.25181,151.9157803883234,149.69692829631734,153.88025202970707,6.24204,6.23665,6.24715,150.45717005831233,148.60139586907673,152.23793658260092,6.21537,6.20917,6.22123,141.4955849637393,139.48994047211355,143.41774475506068,6.18805,6.1812,6.19429,132.86876213344055,130.78950284175554,134.7916187589472,6.17703,6.17047,6.183,129.53970059540686,127.59771257877638,131.33270488340088
M14_R10_D88.txt,1.4,10.0,8.8,180.58444224037092,1.135711710928013,6.35445,6.34813,6.36016,194.9049589324198,192.08917395213422,197.48444278730847,6.34889,6.3436,6.35424,192.4256175164854,190.09596078044643,194.8107368113455,6.32244,6.31632,6.32848,181.0559864487907,178.52247078807957,183.5916347519864,6.29316,6.28606,6.29984,169.25164131295534,166.50715061760042,171.8750703503758,6.28128,6.2746,6.28765,164.68456194692348,162.17088581608206,167.11786893279202
M14_R12_D88.txt,1.4,12.0,8.8,163.8023306136802,1.0302009984636487,6.31175,6.30538,6.31745,176.65376133975423,174.0816077197198,178.9875770039348,6.30673,6.30134,6.31199,174.6235805569627,172.46973216606236,176.7514107950064,6.28002,6.27383,6.28602,164.2074621023594,161.88361311379225,166.49181544850623,6.25107,6.24396,6.25768,153.61827672756976,151.12380820281007,155.97424386849727,6.23943,6.23271,6.24572,149.5556721185736,147.2593533089487,151.73748759929447
M14_R14_D88.txt,1.4,14.0,8.8,152.04889848859378,0.9507906647663175,6.27893,6.27254,6.28458,163.79584805326132,161.40347802306516,165.94068898046083,6.27436,6.26896,6.27956,162.08129163074273,160.0784568018045,164.03362741949363,6.24761,6.24138,6.25354,152.39927077877914,150.22869302290317,154.49445225004567,6.21922,6.21215,6.22572,142.75551296852078,140.45037042010642,144.90817567884565,6.20782,6.20112,6.21401,139.05701063203446,136.92819678173257,141.0531823710682
M14_R16_D88.txt,1.4,16.0,8.8,143.11729880977165,0.8810299811700265,6.25247,6.24607,6.25805,154.1142825806245,151.85982285490485,156.10718375842137,6.24833,6.24292,6.25345,152.6521371777029,150.7623467242837,154.46243927118442,6.2216,6.21538,6.22747,143.539982495908,141.49884305749586,145.49326466124094,6.19412,6.18728,6.20035,134.7388663250706,132.63339579036452,136.68563947613967,6.18314,6.1766,6.1891,131.37504836998608,129.41150531077494,133.19038949087414
M16_R10_D88.txt,1.6,10.0,8.8,187.0719803860098,1.1700629765194008,6.36937,6.36302,6.375,201.7171803854903,198.78924713617752,204.3491751043038,6.36403,6.35878,6.36936,199.2520915742906,196.85791859290663,201.7125357292387,6.33774,6.33163,6.34373,187.54819507036063,184.92809203923267,190.1528718741117,6.30873,6.30167,6.31535,175.42960638247598,172.60083362599036,178.12418445681308,6.29703,6.29037,6.30335,170.76658322047456,168.16781790190814,173.26980591790115
M16_R12_D88.txt,1.6,12.0,8.8,168.0656541836652,1.0533830328547649,6.32263,6.31627,6.3283,181.13521417316676,178.5019188121691,183.51555815358293,6.31779,6.31241,6.32302,179.12775747200018,176.9224272442005,181.29794813559465,6.29115,6.28495,6.29711,168.47012144598966,166.08212346592362,170.7980424850032,6.26237,6.25529,6.26895,157.6677568524588,155.11824729424654,160.0747709015569,6.25079,6.24408,6.25705,153.51926728475152,151.16557102364698,155.74814719893592
M16_R14_D88.txt,1.6,14.0,8.8,155.08470689671822,0.9694181899579365,6.28737,6.28099,6.29302,167.01015878631412,164.57463059128025,169.19708982321376,6.28292,6.27752,6.28811,165.30762598255603,163.26492341351903,167.29497214147,6.25616,6.24993,6.2621,155.42929922603403,153.2155656708309,157.56976559092453,6.22786,6.22081,6.23437,145.6239774857625,143.2791145438349,147.8232985420931,6.21645,6.20976,6.22265,141.84789291509423,139.6795698510508,143.88744102953876
M16_R16_D88.txt,1.6,16.0,8.8,145.37806604261198,0.8974439499662276,6.25926,6.25285,6.26485,156.54272480304226,154.2491888672076,158.57068012827818,6.25519,6.24977,6.26031,155.08253410964963,153.15912936701602,156.92165828669468,6.22842,6.22217,6.23429,145.81187309636047,143.72849860369303,147.79607099203034,6.20077,6.19392,6.20716,136.81789014737274,134.6768310693032,138.84584533143928,6.1898,6.18327,6.19574,133.40524013728398,131.41437954594804,135.24240617249038
M18_R10_D88.txt,1.8,10.0,8.8,194.68650025481446,1.2098448338118508,6.38627,6.37989,6.39181,209.7214679644316,206.66307587593118,212.413878534934,6.38122,6.37598,6.3865,207.29693885628654,204.81081650010202,209.83256473089492,6.35499,6.34894,6.36098,195.14745369629514,192.44777260973075,197.85766930654466,6.3264,6.3194,6.33295,182.7144474673718,179.7930454909032,185.4910198124436,6.31491,6.30827,6.32115,177.94381156310186,175.24389161896727,180.51898748510214
M18_R12_D88.txt,1.8,12.0,8.8,172.89403556705545,1.0800892148481338,6.3346,6.32825,6.34024,186.19708985109193,183.49443136033548,188.6309226163639,6.32997,6.3246,6.33517,184.22259218225128,181.95872663614054,186.44162903835687,6.3034,6.2972,6.30934,173.28975548987736,170.83344108513805,175.67618388435125,6.27485,6.2678,6.2814,162.26426575646002,159.65145796106376,164.73007226020223,6.26334,6.25664,6.26957,158.02030253639992,155.60118100387552,160.3034572837424
M18_R14_D88.txt,1.8,14.0,8.8,158.47690156387003,0.9897471552702317,6.29658,6.29018,6.3022,170.58973279424967,168.09426205807915,172.81159910224443,6.29227,6.28685,6.29743,168.90514895517416,166.8103098011665,170.92393750924077,6.26552,6.25927,6.27143,158.81550099065961,156.5463293739866,160.9914785366739,6.23735,6.2303,6.24384,148.84110615209278,146.44444043757665,151.08205691987263,6.22594,6.21922,6.23211,144.98160022370192,142.75551296852078,147.0560474649476
M18_R16_D88.txt,1.8,16.0,8.8,147.9572107537701,0.916051001542412,6.26668,6.26026,6.27226,159.2402640067995,156.9035930530762,161.29945089316624,6.26269,6.25726,6.2678,157.78397355952185,155.82347631591728,159.65145796106376,6.23591,6.22964,6.24177,148.34840761965955,146.2220569407293,150.36366021079965,6.20833,6.20131,6.21472,139.2204037569103,136.98811476426775,141.28396970740513,6.19712,6.19061,6.20313,135.67283152790353,133.65428561468062,137.56339609906058
M20_R10_D88.txt,2.0,10.0,8.8,203.76847066985457,1.26089626935623,6.40579,6.39942,6.41143,219.36275353823234,216.16873889436127,222.23010370717802,6.40098,6.39572,6.40616,216.94662033433494,214.3348981607328,219.5497206911772,6.37481,6.3688,6.3808,204.25979369828875,201.4526055928152,207.09656184945814,6.34671,6.33977,6.35319,191.46213125315097,188.42689382505324,194.3403090070585,6.33544,6.32882,6.34159,186.55757545969925,183.7354210511435,189.21819221745127
M20_R12_D88.txt,2.0,12.0,8.8,178.40433425986384,1.1100342995873793,6.34789,6.34152,6.35347,191.98305087729162,189.18769630598672,194.46564523391933,6.34346,6.3381,6.34863,190.03469095893104,187.7037239669355,192.31045213989051,6.31698,6.31078,6.32288,178.7939787407804,176.25964412751884,181.23951400118287,6.28871,6.2817,6.29522,167.52625841697298,164.84390307407244,170.05636392559848,6.27729,6.2706,6.28348,163.17848208782974,160.68409419813136,165.52091899828574
M20_R14_D88.txt,2.0,14.0,8.8,162.27542593593688,1.0109663912366127,6.30663,6.30024,6.31223,174.5833766204421,172.0334460638297,176.84911422825505,6.30246,6.29705,6.3076,172.91508756409934,170.77444749333256,174.97374569236936,6.27575,6.2695,6.28164,162.60087897376386,160.2776215013396,164.82113062034088,6.24778,6.24076,6.25425,152.45893754512412,150.01437914040775,154.747231822362,6.23638,6.22967,6.24254,148.50903939405796,146.2321579514591,150.63049002861808
M20_R16_D88.txt,2.0,16.0,8.8,150.84114893597032,0.9366281161210951,6.27468,6.26825,6.28025,162.20076154878993,159.81696867454755,164.2944485146028,6.27078,6.26535,6.27588,160.7507059853124,158.75334650144305,162.64955856598317,6.24399,6.23771,6.24984,151.13424782621658,148.96453625493186,153.183817691576,6.21652,6.20952,6.22291,141.87075793680668,139.6024013925674,143.97360821987635,6.20519,6.19853,6.21129,138.21745401338387,136.11402886347162,140.17252253217183
M22_R10_D88.txt,2.2,10.0,8.8,214.9846116792706,1.3242840493028532,6.42908,6.42269,6.43466,231.44771043231006,228.06723056925685,234.4406349490734,6.42459,6.4192,6.42972,229.067190332243,226.24182162927897,231.7890358190023,6.398,6.39199,6.40388,215.46309251834063,212.50193496728852,218.4001281869432,6.37054,6.36365,6.37689,202.2613440894548,199.07782576475466,205.2404172684207,6.35941,6.35282,6.36547,197.14369354799302,194.17481002959224,199.91385272615005
M22_R12_D88.txt,2.2,12.0,8.8,184.7797889551012,1.1433138832335727,6.36277,6.35635,6.36825,198.67484777684342,195.75951886219326,201.19764310030013,6.35853,6.35317,6.36364,196.744630675721,194.33135951116043,199.0732418811894,6.33216,6.32594,6.33799,185.1539105163083,182.52102076420144,187.65618756966492,6.30427,6.2973,6.31071,173.63724596339853,170.87278146767582,176.23123671891247,6.29293,6.28624,6.29905,169.1620302933665,166.5761763599205,171.56270652787083
M22_R14_D88.txt,2.2,14.0,8.8,166.53576382884071,1.0346242357609035,6.31759,6.3112,6.32316,179.04528508260805,176.43018476614412,181.3564011099822,6.31359,6.30818,6.31869,177.40378804228038,175.20757912414138,179.49935358695484,6.28693,6.28066,6.29278,166.84104022607266,164.44962554996985,169.10361388671495,6.2592,6.2522,6.26565,156.52109912025287,154.01849982026815,158.86304731313416,6.24782,6.24111,6.25395,152.47298017887687,150.13532517495582,154.64037313354183
M22_R16_D88.txt,2.2,16.0,8.8,153.93921901893887,0.9555342698742985,6.28329,6.27686,6.28884,165.44852089607946,163.01699713873026,167.5764125735636,6.27951,6.27407,6.28459,164.01474343730163,161.97309802775573,165.94450995001873,6.25272,6.24642,6.25855,154.20302343226626,151.98225674082104,156.28701229329974,6.2254,6.2184,6.23178,144.8014427158964,142.4862277626768,146.94434891686484,6.21405,6.20733,6.22012,141.06617444756822,138.90020571367094,143.05165575932023
